,movieId,title,genres,release_date,vote_average,vote_count,keywords
250.0,87729,Jefferson in Paris,"Drama, Romance",1995,5.0,0.0,"france, revolution, biography, president, history"
251.0,18713,The Jerky Boys,"Comedy, Crime",1995,5.0,0.0,"new york, telephone joke, gangster"
252.0,6280,Junior,"Comedy, Family, Romance",1994,4.5,400.0,"baby, medicine, media, pregnancy, scientist"
253.0,9061,Just Cause,"Action, Drama, Mystery, Thriller",1995,6.0,100.0,"rape, black people, florida, professor, harvard university"
254.0,37108,A Kid in King Arthur's Court,"Adventure, Fantasy, Comedy, Science Fiction, Family",1995,4.5,0.0,"time travel, kids, medieval times"
255.0,6071,Kiss of Death,"Action, Crime, Drama, Thriller",1995,5.5,100.0,hoodlum
256.0,11,Star Wars,"Adventure, Action, Science Fiction",1977,8.0,6800.0,"android, galaxy, hermit, death star, lightsaber"
257.0,9587,Little Women,"Drama, Romance",1994,7.0,200.0,"depression, mother daughter relationship, pregnant, desire, chalkboard"
258.0,19101,A Little Princess,"Drama, Family, Fantasy",1995,7.5,200.0,"based on novel, servant, private school, female friendship, boarding school"
259.0,49980,Ladybird Ladybird,Drama,1994,7.5,0.0,"love, children, family, social services"
260.0,17961,L'Enfer,"Crime, Drama",1994,6.5,0.0,[]
261.0,18183,Like Water for Chocolate,"Drama, Romance",1992,6.5,100.0,"chocolate, jealousy, sister sister relationship, cooking, mexican revolution"
262.0,4476,Legends of the Fall,"Adventure, Drama, Romance, War",1994,7.0,600.0,"brother brother relationship, montana, based on novel, world war i, journey round the world"
263.0,11008,Major Payne,"Adventure, Comedy, Family",1995,6.0,200.0,"headquarter, military base, military service, base, major"
264.0,47504,Little Odessa,"Action, Drama",1994,6.5,0.0,"russian mafia, dysfunctional family, brothers"
265.0,32325,Mi Vida Loca,"Crime, Drama",1994,5.5,0.0,"east los angeles, gang, los angeles, poverty, gang member"
266.0,43742,Love Affair,"Drama, Romance",1994,4.5,0.0,"cruise, disabled, empire state building, accident, accident victim"
267.0,28313,Losing Isaiah,Drama,1995,6.5,0.0,"mother, child abuse, single parent, based on novel, smoking"
268.0,11318,The Madness of King George,"Comedy, Drama, History",1994,6.5,100.0,"queen, kingdom, biography, victorian england, psychopathy"
269.0,3036,Mary Shelley's Frankenstein,"Drama, Horror, Science Fiction, Romance",1994,6.0,300.0,"human experimentation, frankenstein, remake"
270.0,40490,Man of the House,"Action, Comedy, Family",1995,5.0,0.0,[]
271.0,24070,Mixed Nuts,"Comedy, Drama, Romance",1994,5.0,0.0,"holiday, rollerblades, cross dresser, woman director, suicide hotline"
272.0,8986,Milk Money,"Comedy, Romance",1994,5.5,0.0,"prostitute, tree house, red-light disctrict, young people, stripper"
273.0,10510,Miracle on 34th Street,"Fantasy, Drama, Family",1994,6.5,200.0,"holiday, competition, new love, santa claus, department store"
274.0,17402,Miami Rhapsody,"Comedy, Romance",1995,5.5,0.0,[]
275.0,38722,My Family,"Comedy, Drama",1995,7.0,0.0,"immigrant, marriage, independent film, family relationships, los angeles"
276.0,8438,Murder in the First,"Crime, Drama",1995,7.0,100.0,"prison, prisoner, death row, alcatraz, lawyer"
277.0,11593,Nobody's Fool,"Drama, Comedy",1994,7.0,100.0,"illegal employment, retirement, drama"
278.0,1945,Nell,"Drama, Thriller",1994,6.0,100.0,"loss of mother, loss of sister, twin sister, autism, lake"
279.0,39310,New Jersey Drive,"Crime, Drama",1995,7.0,0.0,"new jersey, police, brutality, troubled teen, hiphop"
280.0,109560,New York Cop,"Action, Thriller, Crime, Drama",1993,0.0,0.0,[]
281.0,56428,Beyond Bedlam,Horror,1994,4.0,0.0,"suicide, detective, experiment, hallucination, scientist"
282.0,63105,Nemesis 2 - Nebula,"Science Fiction, Action, Thriller",1995,4.5,0.0,"cyborg, post-apocalyptic, sequel"
283.0,131957,Nina Takes a Lover,"Drama, Romance",1995,7.5,0.0,[]
284.0,241,Natural Born Killers,"Crime, Thriller, Drama",1994,7.0,900.0,"sadistic, journalist, mass murder, yellow press, trauma"
285.0,9058,Only You,"Comedy, Drama, Romance",1994,6.5,100.0,"venice, italy, fortune teller, soulmates, cheating"
286.0,527,Once Were Warriors,Drama,1994,7.5,100.0,"individual, slum, suicide, tattoo, alcohol"
287.0,18220,Poison Ivy II: Lily,"Drama, Romance, Thriller",1996,4.5,0.0,"sex, obsession, diary, murder, student"
288.0,6950,Outbreak,"Action, Drama, Science Fiction, Thriller",1995,6.5,500.0,"river, general, research, army, serum"
289.0,101,Leon: The Professional,"Thriller, Crime, Drama",1994,8.0,4300.0,"new york, corruption, assassin, police brutality, loss of family"
290.0,63020,The Perez Family,"Comedy, Drama, Romance",1995,6.5,0.0,"immigration, independent film, woman director, political prisoner, cuban refugees"
291.0,2307,A Pyromaniac's Love Story,"Comedy, Drama, Romance",1995,7.0,0.0,"jealousy, burning house, teenage crush, arsonist"
292.0,680,Pulp Fiction,"Thriller, Crime",1994,8.5,8700.0,"transporter, brothel, drug dealer, boxer, massage"
293.0,41478,Panther,Drama,1995,6.5,0.0,black panther
294.0,25296,Pushing Hands,"Comedy, Drama",1992,6.0,0.0,[]
295.0,40156,Priest,"Drama, Romance",1994,6.5,0.0,"gay, secret, faith, independent film, conservative"
296.0,11450,Quiz Show,"History, Drama",1994,7.0,300.0,"television, tv show, manipulation, manipulation of the media, product placement"
297.0,30304,Picture Bride,"Drama, History",1995,7.5,0.0,"hawaii, arranged marriage, cultural difference, orphan, older man younger woman relationship"
298.0,10452,Queen Margot,"Drama, History",1994,7.0,100.0,"marriage of convenience, konfession, royalty, slaughter"
299.0,12106,The Quick and the Dead,"Action, Western",1995,6.0,400.0,"gunslinger, revenge, prairie, shootout, pistol"
300.0,161495,Roommates,"Drama, Comedy",1995,6.5,0.0,"grandfather grandson relationship, roommate, birthday, funeral, vegetarian"
301.0,3586,Prêt-à-Porter,"Drama, Comedy",1994,5.5,0.0,"paris, hotel room, suspicion of murder, mannequin, fashion photographer"
302.0,110,Three Colors: Red,"Drama, Mystery, Romance",1994,8.0,200.0,"judge, isolation, mannequin, shadowing, english channel"
303.0,108,Three Colors: Blue,"Drama, Music, Mystery",1993,7.5,300.0,"paris, composer, pain, loss of husband, to compose"
304.0,109,Three Colors: White,"Comedy, Drama, Mystery",1994,7.5,200.0,"hairdresser, sexual frustration, funeral, business man, poland"
305.0,159185,"Red Firecracker, Green Firecracker",Drama,1994,7.0,0.0,[]
306.0,36357,Rent-a-Kid,"Comedy, Family, TV Movie",1995,5.0,0.0,[]
307.0,92769,Relative Fear,"Horror, Drama",1995,4.5,0.0,"therapist, suspicion, serial murder, special education"
308.0,28033,Stuart Saves His Family,"Comedy, Drama",1995,5.0,0.0,[]
309.0,22586,The Swan Princess,Animation,1994,6.5,200.0,"princess, swan"
310.0,14334,The Secret of Roan Inish,"Drama, Family, Fantasy",1994,6.0,0.0,"family relationships, ireland, seal, selkie"
311.0,2636,The Specialist,"Action, Thriller",1994,5.5,300.0,"explosive, revenge, explosives expert"
312.0,2164,Stargate,"Action, Adventure, Science Fiction",1994,7.0,900.0,"space travel, teleportation, uprising, shot to death, androgyny"
313.0,11395,The Santa Clause,"Fantasy, Drama, Comedy, Family",1994,6.5,500.0,"holiday, christmas party, santa claus, deal, christmas tree"
314.0,278,The Shawshank Redemption,"Drama, Crime",1994,8.5,8400.0,"prison, corruption, police brutality, prison cell, delinquent"
315.0,9905,Shallow Grave,"Crime, Thriller",1994,7.0,200.0,"roommate, distrust, overdose, grave, suspense"
316.0,87078,Suture,"Drama, Thriller",1993,6.0,0.0,"amnesia, betrayal, black and white, twins, evil twin"
317.0,12527,Strawberry and Chocolate,"Comedy, Drama",1993,7.0,0.0,"gay, cuba, artist, male friendship, havanna"
318.0,20306,Swimming with Sharks,"Crime, Comedy",1994,6.5,100.0,independent film
319.0,36614,The Sum of Us,"Comedy, Drama, Romance",1994,6.0,0.0,"gay, father son relationship, sydney, australia, based on play or musical"
320.0,27993,Senior Trip,Comedy,1995,5.5,0.0,[]
321.0,31439,To Live,"Drama, Romance, War",1994,7.5,100.0,"gambling, china, child abuse, communist, epic"
322.0,9067,Tank Girl,"Action, Comedy, Fantasy, Science Fiction",1995,5.5,100.0,"destroy, dystopia, reincarnation, desert, artial arts"
323.0,9059,Tales from the Crypt: Demon Knight,"Horror, Comedy, Thriller",1995,6.5,100.0,"prostitute, key, jesus christ, chosen one, god"
324.0,193,Star Trek: Generations,"Science Fiction, Action, Adventure, Thriller",1994,6.5,500.0,"based on tv series, death, exploding planet, mountain cabin, solar system"
325.0,25066,Tales from the Hood,"Crime, Horror, Thriller",1995,5.5,0.0,"prison, child abuse, ku klux klan, police brutality, ghetto"
326.0,46797,Tom & Viv,"Drama, Romance",1994,6.0,0.0,[]
327.0,12122,Village of the Damned,"Thriller, Horror, Science Fiction",1995,5.5,200.0,"alien life-form, village, bewusstlosigkeit, alien, pregnancy"
328.0,11381,Tommy Boy,Comedy,1995,7.0,300.0,[]
329.0,32636,Vanya on 42nd Street,"Drama, Romance",1994,6.0,0.0,"independent film, chekhov"
330.0,36141,The Underneath,"Thriller, Crime",1995,5.5,0.0,"noir, independent film, city"
331.0,95963,The Walking Dead,"Drama, War",1995,6.5,0.0,"vietnam, jungle, black american"
332.0,1587,What's Eating Gilbert Grape,"Romance, Drama",1993,7.5,900.0,"brother brother relationship, mentally disabled, iowa, widow, dysfunctional family"
333.0,9271,Virtuosity,"Action, Crime, Science Fiction, Thriller",1995,5.5,200.0,"artificial intelligence, android, hologram, computer program, virtual reality"
334.0,2064,While You Were Sleeping,"Comedy, Drama, Romance",1995,6.5,300.0,"brother brother relationship, chicago, coma, subway, ""love of ones life""]"
335.0,19855,The War,Drama,1994,6.5,0.0,"vietnam veteran, bullying, child"
336.0,60855,Double Happiness,"Comedy, Romance",1994,5.5,0.0,"culture clash, immigrant, daughter, interracial romance, mother daughter relationship"
337.0,236,Muriel's Wedding,"Drama, Comedy, Romance",1994,7.0,100.0,"individual, becoming an adult, dream, return, ""love of ones life""]"
338.0,48287,The Baby-Sitters Club,"Comedy, Drama, Family",1995,5.5,0.0,"friends, camp, summer, club, woman director"
339.0,3049,Ace Ventura: Pet Detective,"Comedy, Mystery",1994,6.5,1700.0,"dolphin, mascot, private detective, pets"
340.0,2759,"The Adventures of Priscilla, Queen of the Desert","Drama, Comedy",1994,7.0,200.0,"gay, drag queen, homophobia, musical, van"
341.0,12635,Backbeat,"Drama, Music",1994,6.0,0.0,"red-light disctrict, stuart sutcliffe, boyfriend girlfriend, river elbe, hofner bass guitar"
342.0,10497,Bitter Moon,"Thriller, Drama, Romance",1992,7.0,100.0,"eroticism, wheelchair, married couple, cruise, longing"
343.0,11382,Bullets Over Broadway,"Action, Comedy, Thriller",1994,7.0,100.0,"lover (female), talent, mafia boss, author"
344.0,9331,Clear and Present Danger,"Action, Drama, Thriller",1994,6.5,400.0,"assassination, spy, ambush, cia, helicopter"
345.0,10731,The Client,"Drama, Thriller, Crime, Mystery",1994,6.5,300.0,"suicide, brother brother relationship, witness protection, principal witness , brother"
346.0,10464,"Corrina, Corrina","Comedy, Drama, Family, Romance",1994,6.5,100.0,"loss of mother, daughter, friendship, mute, housekeeper"
347.0,34152,Crooklyn,"Comedy, Drama",1994,6.5,0.0,"black people, 1970s, jazz musician, straßenkids, dysfunctional family"
348.0,9495,The Crow,"Fantasy, Action, Thriller",1994,7.5,1000.0,"halloween, arson, detroit"
349.0,29973,Cobb,Drama,1994,6.0,0.0,"baseball, sport, historical figure"
350.0,888,The Flintstones,"Fantasy, Comedy, Family",1994,5.0,600.0,"manager, jealousy, bad mother-in-law, adoption, ""familys daily life""]"
351.0,13,Forrest Gump,"Comedy, Drama, Romance",1994,8.0,8200.0,"vietnam veteran, hippie, mentally disabled, running, based on novel"
352.0,712,Four Weddings and a Funeral,"Comedy, Drama, Romance",1994,6.5,600.0,"upper class, love at first sight, wedding vows, marriage proposal, yuppie"
353.0,16295,Higher Learning,"Romance, Drama, Crime",1995,6.5,0.0,"racism, violence, date rape, athletic scholarship, black militant"
354.0,48992,I Like It Like That,"Comedy, Drama, Romance",1994,6.5,0.0,"puerto rican, love, jail, independent film, theft"
355.0,10879,I Love Trouble,"Action, Comedy, Romance",1994,5.5,0.0,"newspaper, adversary, reporter, experience"
356.0,10660,It Could Happen to You,"Comedy, Drama, Romance",1994,6.0,200.0,"waitress, cop, lottery ticket, winning lottery"
357.0,10714,The Jungle Book,"Adventure, Drama, Family",1994,6.0,100.0,"indian lead, tiger, feral child, british, panther"
358.0,41647,"The Wonderful, Horrible Life of Leni Riefenstahl","Documentary, Foreign",1993,7.5,0.0,"nazis, propaganda, ""artists life"", nazi germany, filmmaker"
359.0,8587,The Lion King,"Family, Animation, Drama",1994,8.0,5500.0,"loss of parents, wild boar, uncle, shaman, redemption"
360.0,1689,Little Buddha,"Drama, History",1993,6.0,100.0,"buddhist, tibet, reincarnation, buddha, siddhartha"
361.0,11596,New Nightmare,"Horror, Thriller, Mystery, Fantasy",1994,6.5,300.0,"fire, kidnapping, nightmare, earthquake, insomnia"
362.0,854,The Mask,"Romance, Comedy, Crime, Fantasy",1994,6.5,2600.0,"dual identity, bank, mockery, green, balloon"
363.0,9359,Maverick,"Action, Adventure, Comedy, Drama, Western",1994,6.5,500.0,"poker, mississippi, saloon, ship, native american"
364.0,23333,Mrs. Parker and the Vicious Circle,Drama,1994,6.5,0.0,"new york, alcohol, prohibition, biography, romance"
365.0,36593,The Naked Gun 33⅓: The Final Insult,"Comedy, Crime",1994,6.5,500.0,"undercover, spoof, state prison"
366.0,12280,The Paper,"Comedy, Drama",1994,6.0,0.0,"new york, research, success, tageszeitung, murder"
367.0,2788,Reality Bites,Drama,1994,6.5,200.0,"roommate, yuppie, generations confilct, camcorder, cohabitant"
368.0,10427,Red Rock West,"Crime, Drama, Thriller",1993,6.5,100.0,"sheriff, wyoming, hitman, bag of money, neo-noir"
369.0,11011,Ri¢hie Ri¢h,"Comedy, Family",1994,5.5,400.0,"family, life raft, private airplane, toothbrush, gluttony"
370.0,49803,Safe Passage,Drama,1994,5.0,0.0,"mother, pain, marriage, independent film, worrying"
371.0,8987,The River Wild,"Action, Adventure, Crime, Thriller",1994,6.0,200.0,"river, robber, boston, bank robber, marriage crisis"
372.0,1637,Speed,"Action, Adventure, Crime",1994,7.0,1800.0,"bomb, airport, bus, bus ride, highway"
373.0,15128,Speechless,"Comedy, Romance",1994,5.5,0.0,"politics, love, speech writer"
374.0,8831,Timecop,"Thriller, Science Fiction, Action, Crime",1994,5.5,300.0,"martial arts, time travel, science fiction, alternative reality"
375.0,36955,True Lies,"Action, Thriller",1994,7.0,1100.0,"spy, terrorist, florida, gun, kidnapping"
376.0,10449,When a Man Loves a Woman,"Drama, Romance",1994,6.0,100.0,"wife husband relationship, new love, family, alcoholic, therapy"
377.0,10395,Wolf,Fantasy,1994,6.0,200.0,"adultery, heal, bite, werewolf"
378.0,12160,Wyatt Earp,"Drama, Action, Western",1994,6.5,200.0,"gunslinger, gambling, sheriff, deputy sheriff, wretch"
379.0,40480,Bad Company,"Action, Crime, Romance, Thriller",1995,5.0,0.0,"cia, judge, blackmail"
380.0,52038,A Man of No Importance,"Comedy, Drama",1994,6.5,0.0,"gay, dublin, friendship, ireland, theater"
381.0,29444,S.F.W.,"Comedy, Drama",1994,6.0,0.0,"loss of brother, hostage, tv show, media, celebrity"
382.0,26352,A Low Down Dirty Shame,"Action, Comedy, Crime",1994,6.0,0.0,"fbi, drug crime, violence, drug, private detective"
383.0,39953,"Boys Life: Three Stories of Love, Lust, and Liberation",Drama,1994,2.0,0.0,[]
384.0,41580,Colonel Chabert,Drama,1994,6.0,0.0,[]
385.0,315,"Faster, Pussycat! Kill! Kill!","Action, Crime",1965,6.5,100.0,"killing, sports car, go-go dancer, eroticism, kidnapping"
386.0,22067,Jason's Lyric,"Crime, Drama, Romance",1994,6.0,0.0,"family relationships, fear, relationship, gospel singer"
387.0,18242,The Secret Adventures of Tom Thumb,"Animation, Science Fiction",1993,7.0,0.0,stop motion
388.0,11667,Street Fighter,"Action, Adventure, Thriller",1994,4.0,300.0,"dictator, martial arts, hostage, liberation of hostage, hostage-taking"
389.0,32502,Coldblooded,"Action, Comedy",1995,6.5,0.0,"hitman, wound, yoga, blood splatter, murder"
390.0,267188,Desert Winds,[],1997,0.0,0.0,[]
391.0,28732,Fall Time,"Action, Adventure, Crime, Drama, Thriller",1995,6.5,0.0,"prank, independent film, bank robbery"
392.0,75555,The Fear,"Horror, Thriller",1995,3.5,0.0,"mannequin, supernatural, b movie, cult film, wood"
393.0,42981,Frank and Ollie,Documentary,1995,7.5,0.0,"film history, animation filmmaking"
394.0,278939,Girl in the Cadillac,"Romance, Adventure, Crime, Drama",1995,10.0,0.0,"robbery, bank, cadillac, money, bus station"
395.0,291731,Homage,"Thriller, Drama",1995,0.0,0.0,"obsession, widow, tragic event, fatal attraction"
396.0,226229,Mirage,"Action, Thriller",1995,4.0,0.0,[]
397.0,203119,Open Season,Comedy,1996,0.0,0.0,"television, satire"
398.0,172923,Dos Crímenes,[],1995,5.0,0.0,[]
399.0,316098,Brother Minister: The Assassination of Malcolm X,Documentary,1995,4.0,0.0,malcolm x
400.0,8011,Highlander: The Final Dimension,"Action, Fantasy, Science Fiction",1994,4.5,100.0,"japan, new york, scotland, morocco, good and bad"
401.0,171857,Federal Hill,[],1995,5.0,0.0,[]
402.0,2654,In the Mouth of Madness,"Horror, Mystery, Thriller",1994,7.0,300.0,"small town, paranoia, new hampshire, insanity, suspense"
403.0,18069,8 Seconds,"Drama, Romance",1994,7.0,0.0,"rodeo, independent film, cowboy, bull riding"
404.0,19092,Above the Rim,"Crime, Drama",1994,6.5,0.0,sport
405.0,2758,Addams Family Values,"Comedy, Family, Fantasy",1993,6.5,500.0,"jealousy, baby, brother sister relationship, butler, yuppie"
406.0,38129,Martin Lawrence: You So Crazy,Comedy,1994,4.5,0.0,stand-up comedy
407.0,10436,The Age of Innocence,"Drama, Romance",1993,7.0,200.0,"upper class, new york, lover, countess, lawyer"
408.0,13595,Airheads,"Comedy, Crime, Music",1994,6.0,200.0,"radio station, heavy metal, rock band"
409.0,46094,The Air Up There,"Comedy, Family",1994,5.0,0.0,sport
410.0,9409,Another Stakeout,"Action, Comedy",1993,5.0,100.0,"staatsanwältin, cops, gangster, stakeout, police stakeout"
411.0,11853,Bad Girls,"Action, Adventure, Comedy, Drama, Western",1994,4.5,100.0,"female nudity, revenge, wild west, blonde woman, fast draw"
412.0,16771,Barcelona,"Comedy, Drama, Romance",1994,6.5,0.0,"barcelona spain, navy, independent film"
